"natmass","age","sex","sei10","region","polviews","age_cent","obs_num","About right.x","Too little.x","Too much.x","preds","About right.y","Too little.y","Too much.y"
"Too much",38,"Female",21.6,"Middle atlantic","Moderate",-11,1450,-0.692918656970556,-0.240621209280978,0.933539866251534,"About right",0.692918656970556,0.240621209280978,0.0664601337484656
"About right",55,"Male",39.7,"Middle atlantic","Moderate",6,1451,0.42163410854001,-0.320751059578212,-0.100883048961798,"About right",0.57836589145999,0.320751059578212,0.100883048961798
"Too little",85,"Male",82.5,"Middle atlantic","Slightly liberal",36,1452,-0.393027395880645,0.462446797255521,-0.0694194013748761,"Too little",0.393027395880645,0.537553202744479,0.0694194013748761
"About right",32,"Male",32.6,"Middle atlantic","Moderate",-17,1453,0.37077865661237,-0.286022360944358,-0.0847562956680121,"About right",0.62922134338763,0.286022360944358,0.0847562956680121
"About right",35,"Male",71.8,"Middle atlantic","Slghtly conservative",-14,1454,0.438285304848109,-0.367624846087403,-0.0706604587607054,"About right",0.561714695151891,0.367624846087403,0.0706604587607054
"Too little",32,"Female",12.6,"Middle atlantic","Moderate",-17,1455,-0.710489624827185,0.778886155926383,-0.068396531099198,"About right",0.710489624827185,0.221113844073617,0.068396531099198
"Too little",67,"Female",34.8,"Middle atlantic","Slightly liberal",18,1456,-0.555939806789502,0.627391055565117,-0.0714512487756154,"About right",0.555939806789502,0.372608944434883,0.0714512487756154
"Too much",28,"Male",37.6,"Middle atlantic","Liberal",-21,1457,-0.471174302027831,-0.468918634416925,0.940092936444756,"About right",0.471174302027831,0.468918634416925,0.0599070635552437
"Too much",59,"Female",82.5,"Middle atlantic","Conservative",10,1458,-0.612984841360715,-0.308083985931071,0.921068827291786,"About right",0.612984841360715,0.308083985931071,0.0789311727082136
"About right",57,"Male",27.2,"Middle atlantic","Slghtly conservative",8,1459,0.441755213226233,-0.291832725900759,-0.149922487325473,"About right",0.558244786773767,0.291832725900759,0.149922487325473
"Too much",51,"Male",57.4,"Middle atlantic","Moderate",2,1460,-0.567424372728558,-0.35419613445471,0.921620507183267,"About right",0.567424372728558,0.35419613445471,0.0783794928167326
"About right",66,"Female",62.9,"Middle atlantic","Moderate",17,1461,0.401476249306685,-0.34465248957863,-0.0568237597280549,"About right",0.598523750693315,0.34465248957863,0.0568237597280549
"About right",35,"Male",67.7,"Middle atlantic","Slghtly conservative",-14,1462,0.43316773612549,-0.358895316524607,-0.0742724196008832,"About right",0.56683226387451,0.358895316524607,0.0742724196008832
"About right",28,"Female",36.9,"Middle atlantic","Moderate",-21,1463,0.305966786896594,-0.256419146865914,-0.0495476400306795,"About right",0.694033213103406,0.256419146865914,0.0495476400306795
"About right",52,"Female",84.5,"Middle atlantic","Liberal",3,1464,0.587004621793496,-0.559810856954371,-0.027193764839125,"Too little",0.412995378206504,0.559810856954371,0.027193764839125
"Too much",89,"Male",75.2,"Middle atlantic","Moderate",40,1465,-0.473960721440895,-0.43157505533183,0.905535776772725,"About right",0.473960721440895,0.43157505533183,0.0944642232272754
"Too little",69,"Female",25.7,"Middle atlantic","Slghtly conservative",20,1466,-0.610874803208825,0.726685140851726,-0.115810337642901,"About right",0.610874803208825,0.273314859148274,0.115810337642901
"About right",48,"Male",65.3,"Middle atlantic","Extrmly conservative",-1,1467,0.330429465592595,-0.211451153040792,-0.118978312551803,"About right",0.669570534407405,0.211451153040792,0.118978312551803
"About right",36,"Female",67.7,"Middle atlantic","Moderate",-13,1468,0.357574340357583,-0.319719781813448,-0.0378545585441349,"About right",0.642425659642417,0.319719781813448,0.0378545585441349
"About right",66,"Female",46.6,"Middle atlantic","Conservative",17,1469,0.373476553609593,-0.246031078014362,-0.127445475595231,"About right",0.626523446390407,0.246031078014362,0.127445475595231
"About right",31,"Female",37.6,"Middle atlantic","Moderate",-18,1470,0.311524690142313,-0.260574158743069,-0.0509505313992448,"About right",0.688475309857687,0.260574158743069,0.0509505313992448
"Too little",57,"Female",20.1,"Middle atlantic","Slghtly conservative",8,1471,-0.638564531461295,0.746366236387225,-0.10780170492593,"About right",0.638564531461295,0.253633763612775,0.10780170492593
"About right",48,"Female",43.9,"Middle atlantic","Conservative",-1,1472,0.335744543525516,-0.22846020452496,-0.107284339000556,"About right",0.664255456474484,0.22846020452496,0.107284339000556
"About right",35,"Female",20.1,"Middle atlantic","Slghtly conservative",-14,1473,0.319786626639828,-0.235964186375705,-0.0838224402641226,"About right",0.680213373360172,0.235964186375705,0.0838224402641226
"About right",59,"Female",17.1,"Middle atlantic","Liberal",10,1474,0.490720182462609,-0.418251307097445,-0.0724688753651634,"About right",0.509279817537391,0.418251307097445,0.0724688753651634
"About right",52,"Female",64.5,"Middle atlantic","Moderate",3,1475,0.379517155827654,-0.332063280788741,-0.0474538750389131,"About right",0.620482844172346,0.332063280788741,0.0474538750389131
"About right",37,"Male",69.3,"Middle atlantic","Extremely liberal",-12,1476,0.650391788945218,-0.581107102395147,-0.0692846865500713,"Too little",0.349608211054782,0.581107102395147,0.0692846865500713
"About right",35,"Male",12.6,"Middle atlantic","Slghtly conservative",-14,1477,0.387435735928853,-0.248580813984079,-0.138854921944774,"About right",0.612564264071147,0.248580813984079,0.138854921944774
"About right",61,"Male",35.8,"Middle atlantic","Conservative",12,1478,0.442497882281561,-0.241812887619139,-0.200684994662422,"About right",0.557502117718439,0.241812887619139,0.200684994662422
"About right",67,"Female",39.7,"Middle atlantic","Moderate",18,1479,0.375676538808678,-0.299941287807161,-0.0757352510015173,"About right",0.624323461191322,0.299941287807161,0.0757352510015173
"About right",80,"Female",27,"Middle atlantic","Slghtly conservative",31,1480,0.412748781726953,-0.284114778693857,-0.128634003033097,"About right",0.587251218273047,0.284114778693857,0.128634003033097
"About right",30,"Male",45.3,"Middle atlantic","Extremely liberal",-19,1481,0.60618650239291,-0.516540491513973,-0.0896460108789376,"Too little",0.39381349760709,0.516540491513973,0.0896460108789376
"Too little",56,"Female",65.3,"Middle atlantic","Slghtly conservative",7,1482,-0.597098868579036,0.660483709836975,-0.0633848412579388,"About right",0.597098868579036,0.339516290163025,0.0633848412579388
"About right",20,"Male",38.1,"Middle atlantic","Liberal",-29,1483,0.51551861595677,-0.460854500618721,-0.054664115338049,"About right",0.48448138404323,0.460854500618721,0.054664115338049
"About right",53,"Female",71.7,"Middle atlantic","Conservative",4,1484,0.365282790865025,-0.281770071758241,-0.0835127191067843,"About right",0.634717209134975,0.281770071758241,0.0835127191067843
"About right",31,"Female",69.3,"Middle atlantic","Slightly liberal",-18,1485,0.43311080758864,-0.402226554686486,-0.0308842529021536,"About right",0.56688919241136,0.402226554686486,0.0308842529021536
"Too little",51,"Female",13.6,"Middle atlantic","Moderate",2,1486,-0.676707999974812,0.761356950678811,-0.0846489507039989,"About right",0.676707999974812,0.238643049321189,0.0846489507039989
"About right",29,"Female",13.6,"Middle atlantic","Moderate",-20,1487,0.285360005095969,-0.220106794767037,-0.065253210328933,"About right",0.714639994904031,0.220106794767037,0.065253210328933
"About right",80,"Male",43.9,"Middle atlantic","Moderate",31,1488,0.475990766891124,-0.350631193853751,-0.125359573037373,"About right",0.524009233108876,0.350631193853751,0.125359573037373
"About right",67,"Female",67.8,"Middle atlantic","Slghtly conservative",18,1489,0.425959895721409,-0.356387968204664,-0.0695719275167449,"About right",0.574040104278591,0.356387968204664,0.0695719275167449
"About right",58,"Female",60.5,"Middle atlantic","Moderate",9,1490,0.384377061106315,-0.330991918600794,-0.0533851425055209,"About right",0.615622938893685,0.330991918600794,0.0533851425055209
"About right",19,"Female",19.6,"Middle atlantic","Extremely liberal",-30,1491,0.48680453648997,-0.411312242991153,-0.0754922934988175,"About right",0.51319546351003,0.411312242991153,0.0754922934988175
"Too little",19,"Female",21.6,"Middle atlantic","Slghtly conservative",-30,1492,-0.706833569454033,0.775087842554899,-0.068254273100866,"About right",0.706833569454033,0.224912157445101,0.068254273100866
"About right",25,"Male",20.7,"South atlantic","Moderate",-24,1493,0.378896200977589,-0.304083410335953,-0.0748127906416353,"About right",0.621103799022411,0.304083410335953,0.0748127906416353
"About right",34,"Female",14,"South atlantic","Moderate",-15,1494,0.324424113187289,-0.266473028321605,-0.0579510848656844,"About right",0.675575886812711,0.266473028321605,0.0579510848656844
"About right",78,"Male",46.6,"South atlantic","Moderate",29,1495,0.508577077112515,-0.410917828306888,-0.0976592488056264,"About right",0.491422922887485,0.410917828306888,0.0976592488056264
"About right",62,"Male",23.8,"South atlantic","Moderate",13,1496,0.453154099273855,-0.344711852234565,-0.108442247039289,"About right",0.546845900726145,0.344711852234565,0.108442247039289
"Too little",30,"Female",43,"South atlantic","Slghtly conservative",-19,1497,-0.632444091608819,0.683174609973839,-0.0507305183650208,"About right",0.632444091608819,0.316825390026161,0.0507305183650208
"About right",65,"Female",24.2,"South atlantic","Slghtly conservative",16,1498,0.409482321078153,-0.31525345092529,-0.0942288701528625,"About right",0.590517678921847,0.31525345092529,0.0942288701528625
"About right",45,"Female",41.1,"South atlantic","Slightly liberal",-4,1499,0.456453479816213,-0.414397480027744,-0.0420559997884691,"About right",0.543546520183787,0.414397480027744,0.0420559997884691
"About right",65,"Male",52.5,"South atlantic","Moderate",16,1500,0.491129537088498,-0.411953078020233,-0.0791764590682644,"About right",0.508870462911502,0.411953078020233,0.0791764590682644
"Too little",68,"Female",84.2,"South atlantic","Slightly liberal",19,1501,-0.43216922797136,0.462436206890431,-0.0302669789190709,"Too little",0.43216922797136,0.537563793109569,0.0302669789190709
"Too little",37,"Male",45.4,"South atlantic","Moderate",-12,1502,-0.569703570850127,0.633430250495685,-0.0637266796455578,"About right",0.569703570850127,0.366569749504315,0.0637266796455578
"About right",59,"Male",28.7,"South atlantic","Moderate",10,1503,0.451976573473833,-0.352819757183457,-0.0991568162903762,"About right",0.548023426526167,0.352819757183457,0.0991568162903762
"About right",80,"Male",65.3,"South atlantic","Extrmly conservative",31,1504,0.41949353648226,-0.276322683826428,-0.143170852655832,"About right",0.58050646351774,0.276322683826428,0.143170852655832
"About right",29,"Female",58.6,"South atlantic","Moderate",-20,1505,0.374810946552716,-0.342773817898261,-0.0320371286544548,"About right",0.625189053447284,0.342773817898261,0.0320371286544548
"Too little",57,"Female",37.6,"South atlantic","Conservative",8,1506,-0.625230684789213,0.732608482326223,-0.10737779753701,"About right",0.625230684789213,0.267391517673777,0.10737779753701
"About right",73,"Female",80.9,"South atlantic","Conservative",24,1507,0.447444218647231,-0.36988864027618,-0.0775555783710506,"About right",0.552555781352769,0.36988864027618,0.0775555783710506
"Too little",75,"Male",22.9,"South atlantic","Slghtly conservative",26,1508,-0.49586780571334,0.65376191112939,-0.157894105416049,"About right",0.49586780571334,0.346238088870611,0.157894105416049
"About right",74,"Male",52.3,"South atlantic","Moderate",25,1509,0.507776309485642,-0.420491147641617,-0.087285161844025,"About right",0.492223690514358,0.420491147641617,0.087285161844025
"About right",86,"Female",35.3,"South atlantic","Conservative",37,1510,0.434359495122665,-0.283853474222212,-0.150506020900453,"About right",0.565640504877335,0.283853474222212,0.150506020900453
"Too little",81,"Female",35.3,"South atlantic","Liberal",32,1511,-0.401436494056224,0.458771981364802,-0.0573354873085786,"Too little",0.401436494056224,0.541228018635198,0.0573354873085786
"Too little",69,"Female",21.6,"South atlantic","Slghtly conservative",20,1512,-0.585070855102201,0.686519755544214,-0.101448900442012,"About right",0.585070855102201,0.313480244455786,0.101448900442012
"Too little",59,"Male",46.5,"South atlantic","Conservative",10,1513,-0.539274764775588,0.688196199677608,-0.14892143490202,"About right",0.539274764775588,0.311803800322392,0.14892143490202
"About right",68,"Male",31.6,"South atlantic","Conservative",19,1514,0.475379389821214,-0.284267912500822,-0.191111477320392,"About right",0.524620610178786,0.284267912500822,0.191111477320392
"About right",28,"Female",66.4,"South atlantic","Conservative",-21,1515,0.349204268998971,-0.293780313087832,-0.0554239559111386,"About right",0.650795731001029,0.293780313087832,0.0554239559111386
"About right",62,"Male",42.8,"South atlantic","Slghtly conservative",13,1516,0.493361612609028,-0.383474240181252,-0.109887372427775,"About right",0.506638387390972,0.383474240181252,0.109887372427775
"About right",30,"Female",37.6,"South atlantic","Moderate",-19,1517,0.346270257604894,-0.304393204052408,-0.0418770535524868,"About right",0.653729742395106,0.304393204052408,0.0418770535524868
"About right",30,"Female",56.8,"South atlantic","Moderate",-19,1518,0.373676694553782,-0.340530716512185,-0.0331459780415974,"About right",0.626323305446218,0.340530716512185,0.0331459780415974
"About right",52,"Male",63.1,"South atlantic","Liberal",3,1519,0.652363718765619,-0.609909161780738,-0.0424545569848818,"Too little",0.347636281234381,0.609909161780738,0.0424545569848818
"Too little",50,"Female",74.6,"South atlantic","Slightly liberal",1,1520,-0.478478790028737,0.506975886178701,-0.0284970961499634,"Too little",0.478478790028737,0.493024113821299,0.0284970961499634
"About right",62,"Male",33.9,"South atlantic","Moderate",13,1521,0.463308870250763,-0.367053466648008,-0.0962554036027552,"About right",0.536691129749237,0.367053466648008,0.0962554036027552
"About right",46,"Female",59.4,"South atlantic","Conservative",-3,1522,0.372928518010927,-0.298855407507179,-0.0740731105037487,"About right",0.627071481989073,0.298855407507179,0.0740731105037487
"Too little",43,"Female",45.3,"South atlantic","Liberal",-6,1523,-0.448053197041922,0.48168943124475,-0.0336362342028276,"Too little",0.448053197041922,0.51831056875525,0.0336362342028276
"About right",27,"Male",55.3,"South atlantic","Moderate",-22,1524,0.426353256736516,-0.375955744704928,-0.0503975120315881,"About right",0.573646743263484,0.375955744704928,0.0503975120315881
"Too little",36,"Male",65.1,"South atlantic","Moderate",-13,1525,-0.543364844601333,0.592619166178415,-0.0492543215770819,"About right",0.543364844601333,0.407380833821585,0.0492543215770819
"About right",50,"Female",84.5,"South atlantic","Liberal",1,1526,0.631478622302282,-0.610772896339814,-0.0207057259624678,"Too little",0.368521377697718,0.610772896339814,0.0207057259624678
"About right",23,"Male",0,"South atlantic","Moderate",-26,1527,0.356079019842314,-0.263472367321685,-0.0926066525206288,"About right",0.643920980157686,0.263472367321685,0.0926066525206288
"About right",27,"Male",82.5,"South atlantic","Conservative",-22,1528,0.430883984988609,-0.361384714032618,-0.0694992709559903,"About right",0.569116015011391,0.361384714032618,0.0694992709559903
"Too little",21,"Female",19.6,"South atlantic","Slightly liberal",-28,1529,-0.616950636542947,0.658886922367614,-0.0419362858246676,"About right",0.616950636542947,0.341113077632386,0.0419362858246676
"Too little",23,"Female",24.1,"South atlantic","Slightly liberal",-26,1530,-0.607037684350719,0.647639234409972,-0.0406015500592532,"About right",0.607037684350719,0.352360765590028,0.0406015500592532
"Too little",67,"Female",84.5,"South atlantic","Liberal",18,1531,-0.343428626079102,0.368037995940861,-0.0246093698617591,"Too little",0.343428626079102,0.631962004059139,0.0246093698617591
"Too little",36,"Female",75.6,"South atlantic","Extremely liberal",-13,1532,-0.353910874813791,0.387311660145053,-0.0334007853312618,"Too little",0.353910874813791,0.612688339854947,0.0334007853312618
"About right",28,"Male",0,"South atlantic","Moderate",-21,1533,0.365658417577322,-0.267663789327425,-0.0979946282498973,"About right",0.634341582422678,0.267663789327425,0.0979946282498973
"Too little",47,"Female",39.7,"South atlantic","Slightly liberal",-2,1534,-0.54232914455281,0.586114622467957,-0.0437854779151475,"About right",0.54232914455281,0.413885377532043,0.0437854779151475
"Too little",30,"Female",12.6,"South atlantic","Conservative",-19,1535,-0.691728697561237,0.795251712649049,-0.103523015087812,"About right",0.691728697561237,0.204748287350951,0.103523015087812
"Too little",52,"Male",59.4,"South atlantic","Liberal",3,1536,-0.353417561929694,0.39819627975885,-0.0447787178291559,"Too little",0.353417561929694,0.60180372024115,0.0447787178291559
"About right",66,"Male",84.5,"South atlantic","Moderate",17,1537,0.539058116927116,-0.48613977582629,-0.052918341100826,"Too little",0.460941883072884,0.48613977582629,0.052918341100826
"Too little",60,"Male",25.2,"South atlantic","Extremely liberal",11,1538,-0.329457272182846,0.453001210360841,-0.123543938177994,"Too little",0.329457272182846,0.546998789639159,0.123543938177994
"Too little",31,"Female",60.1,"South atlantic","Extremely liberal",-18,1539,-0.387030346040114,0.426703763122634,-0.0396734170825202,"Too little",0.387030346040114,0.573296236877366,0.0396734170825202
"About right",68,"Female",75.5,"South atlantic","Conservative",19,1540,0.431596949550311,-0.353226509095374,-0.0783704404549372,"About right",0.568403050449689,0.353226509095374,0.0783704404549372
"Too little",38,"Male",77.2,"South atlantic","Slghtly conservative",-11,1541,-0.507286525654993,0.562718283328515,-0.0554317576735221,"About right",0.507286525654993,0.437281716671485,0.0554317576735221
"Too much",81,"Male",18.6,"South atlantic","Extrmly conservative",32,1542,-0.579167010464362,-0.19025748268691,0.769424493151272,"About right",0.579167010464362,0.19025748268691,0.230575506848728
"About right",56,"Female",75.5,"South atlantic","Conservative",7,1543,0.409444888913719,-0.34086613764191,-0.0685787512718095,"About right",0.590555111086281,0.34086613764191,0.0685787512718095
"Too much",42,"Male",25.2,"South atlantic","Moderate",-7,1544,-0.584593505537487,-0.329532531734189,0.914126037271676,"About right",0.584593505537487,0.329532531734189,0.0858739627283237
"Too little",24,"Female",14,"South atlantic","Moderate",-25,1545,-0.691926766457281,0.743367672065909,-0.0514409056086276,"About right",0.691926766457281,0.256632327934091,0.0514409056086276
"Too much",26,"Female",82.4,"South atlantic","Conservative",-23,1546,-0.63372822622624,-0.321540965496391,0.955269191722631,"About right",0.63372822622624,0.321540965496391,0.044730808277369
"About right",50,"Female",52,"South atlantic","Moderate",1,1547,0.399557774145371,-0.355184874843299,-0.0443728993020727,"About right",0.600442225854629,0.355184874843299,0.0443728993020727
"About right",19,"Female",0,"South atlantic","Liberal",-30,1548,0.436887101551536,-0.389828441264729,-0.0470586602868073,"About right",0.563112898448464,0.389828441264729,0.0470586602868073
"About right",31,"Female",19.6,"South atlantic","Moderate",-18,1549,0.325625320000199,-0.273210447824507,-0.0524148721756916,"About right",0.674374679999801,0.273210447824507,0.0524148721756916
"About right",74,"Female",20.5,"South atlantic","Slightly liberal",25,1550,0.477951972872763,-0.402876444494832,-0.075075528377931,"About right",0.522048027127237,0.402876444494832,0.075075528377931
"About right",60,"Female",58.4,"South atlantic","Moderate",11,1551,0.426097466650364,-0.380180293608197,-0.0459171730421668,"About right",0.573902533349636,0.380180293608197,0.0459171730421668
"Too much",84,"Female",39.7,"South atlantic","Moderate",35,1552,-0.556751799067332,-0.367614093011656,0.924365892078988,"About right",0.556751799067332,0.367614093011656,0.0756341079210122
"About right",33,"Female",24.2,"South atlantic","Moderate",-16,1553,0.334252206042603,-0.283387280005198,-0.0508649260374046,"About right",0.665747793957397,0.283387280005198,0.0508649260374046
"Too little",40,"Female",43,"South atlantic","Moderate",-9,1554,-0.630002779917994,0.674132466496206,-0.044129686578212,"About right",0.630002779917994,0.325867533503794,0.044129686578212
"About right",59,"Female",41.1,"South atlantic","Liberal",10,1555,0.57125049644583,-0.529056749052551,-0.0421937473932791,"Too little",0.42874950355417,0.529056749052551,0.0421937473932791
"About right",19,"Male",0,"South atlantic","Conservative",-30,1556,0.358144221503215,-0.199321498779985,-0.158822722723231,"About right",0.641855778496785,0.199321498779985,0.158822722723231
"About right",61,"Male",53.6,"South atlantic","Liberal",12,1557,0.651583563857158,-0.598389434204798,-0.0531941296523602,"Too little",0.348416436142842,0.598389434204798,0.0531941296523602
"About right",48,"Female",34.4,"South atlantic","Extrmly conservative",-1,1558,0.269736210296416,-0.178979366309403,-0.0907568439870132,"About right",0.730263789703584,0.178979366309403,0.0907568439870132
"About right",54,"Female",71.8,"South atlantic","Slightly liberal",5,1559,0.523201179809427,-0.492282217818737,-0.03091896199069,"Too little",0.476798820190573,0.492282217818737,0.03091896199069
"About right",41,"Female",82.5,"South atlantic","Moderate",-8,1560,0.433073956348504,-0.405879187277171,-0.0271947690713331,"About right",0.566926043651496,0.405879187277171,0.0271947690713331
"About right",34,"Male",46.6,"South atlantic","Conservative",-15,1561,0.407952426933159,-0.293737117465956,-0.114215309467203,"About right",0.592047573066841,0.293737117465956,0.114215309467203
"Too little",19,"Female",0,"South atlantic","Slightly liberal",-30,1562,-0.646628513047981,0.698537224331872,-0.0519087112838915,"About right",0.646628513047981,0.301462775668128,0.0519087112838915
"About right",51,"Male",42.9,"South atlantic","Moderate",2,1563,0.452784159803145,-0.376114107868497,-0.0766700519346478,"About right",0.547215840196855,0.376114107868497,0.0766700519346478
"About right",32,"Female",64.5,"South atlantic","Extremely liberal",-17,1564,0.621762541371661,-0.584116037213604,-0.0376465041580566,"Too little",0.378237458628339,0.584116037213604,0.0376465041580566
"Too little",64,"Male",67.7,"South atlantic","Conservative",15,1565,-0.513399445472534,0.636734409963178,-0.123334964490645,"About right",0.513399445472534,0.363265590036822,0.123334964490645
"Too little",41,"Male",32,"South atlantic","Moderate",-8,1566,-0.578974805218171,0.657331610079665,-0.0783568048614937,"About right",0.578974805218171,0.342668389920335,0.0783568048614937
"About right",80,"Female",38.8,"South atlantic","Moderate",31,1567,0.434711915338846,-0.361537647770735,-0.0731742675681106,"About right",0.565288084661154,0.361537647770735,0.0731742675681106
"About right",28,"Male",43.9,"South atlantic","Moderate",-21,1568,0.412201544635786,-0.353526172186515,-0.0586753724492703,"About right",0.587798455364214,0.353526172186515,0.0586753724492703
"About right",41,"Female",41.1,"South atlantic","Conservative",-8,1569,0.346660368646638,-0.260467648183991,-0.0861927204626471,"About right",0.653339631353362,0.260467648183991,0.0861927204626471
"About right",45,"Female",82.5,"South atlantic","Slghtly conservative",-4,1570,0.451418165295735,-0.414600714826392,-0.036817450469343,"About right",0.548581834704265,0.414600714826392,0.036817450469343
"Too little",35,"Female",45.1,"South atlantic","Moderate",-14,1571,-0.63531890775692,0.675892036963409,-0.0405731292064887,"About right",0.63531890775692,0.324107963036591,0.0405731292064887
"About right",51,"Female",24.2,"South atlantic","Slghtly conservative",2,1572,0.382865287216995,-0.302265013491828,-0.0806002737251665,"About right",0.617134712783005,0.302265013491828,0.0806002737251665
"Too much",76,"Male",20.7,"South atlantic","Conservative",27,1573,-0.505947111030316,-0.263724951354667,0.769672062384983,"About right",0.505947111030316,0.263724951354667,0.230327937615017
"About right",26,"Female",24.1,"South atlantic","Moderate",-23,1574,0.322759399983135,-0.275901113172866,-0.0468582868102687,"About right",0.677240600016865,0.275901113172866,0.0468582868102687
"About right",62,"Male",23.8,"South atlantic","Extrmly conservative",13,1575,0.37219036404157,-0.191344374932896,-0.180845989108674,"About right",0.62780963595843,0.191344374932896,0.180845989108674
"Too little",19,"Male",13.6,"South atlantic","Moderate",-30,1576,-0.639311643953011,0.715154294850282,-0.0758426508972709,"About right",0.639311643953011,0.284845705149718,0.0758426508972709
"About right",18,"Female",21.6,"South atlantic","Moderate",-31,1577,0.307157482961381,-0.263327934586914,-0.043829548374467,"About right",0.692842517038619,0.263327934586914,0.043829548374467
"About right",55,"Female",38.8,"South atlantic","Moderate",6,1578,0.389826097986331,-0.334593586567092,-0.0552325114192397,"About right",0.610173902013669,0.334593586567092,0.0552325114192397
"Too little",52,"Female",27,"South atlantic","Moderate",3,1579,-0.630149766477403,0.691599533840086,-0.0614497673626837,"About right",0.630149766477403,0.308400466159914,0.0614497673626837
"About right",59,"Male",43.5,"South atlantic","Slghtly conservative",10,1580,0.488125641615025,-0.382505358923282,-0.105620282691743,"About right",0.511874358384975,0.382505358923282,0.105620282691743
"Too little",67,"Female",38.8,"South atlantic","Slightly liberal",18,1581,-0.508821584663302,0.564003740588841,-0.0551821559255391,"About right",0.508821584663302,0.435996259411159,0.0551821559255391
"About right",31,"Female",39.7,"South atlantic","Moderate",-18,1582,0.35071226921079,-0.309392604452934,-0.0413196647578568,"About right",0.64928773078921,0.309392604452934,0.0413196647578568
"Too little",58,"Male",26.1,"South atlantic","Slghtly conservative",9,1583,-0.529888084434998,0.658039575917695,-0.128151491482697,"About right",0.529888084434998,0.341960424082305,0.128151491482697
"Too much",83,"Female",13.3,"South atlantic","Extremely liberal",34,1584,-0.364742844427027,-0.509930382287989,0.874673226715017,"Too little",0.364742844427027,0.509930382287989,0.125326773284983
"About right",27,"Female",43,"South atlantic","Slightly liberal",-22,1585,0.429120806485742,-0.395618309476085,-0.0335024970096574,"About right",0.570879193514258,0.395618309476085,0.0335024970096574
"Too little",72,"Male",32,"South atlantic","Moderate",23,1586,-0.518901980781233,0.628331160920737,-0.109429180139503,"About right",0.518901980781233,0.371668839079263,0.109429180139503
"About right",58,"Female",59.8,"South atlantic","Conservative",9,1587,0.39557812144372,-0.311143138145739,-0.0844349832979804,"About right",0.60442187855628,0.311143138145739,0.0844349832979804
"About right",19,"Male",53.7,"South atlantic","Moderate",-30,1588,0.410201692891643,-0.363248075618206,-0.0469536172734371,"About right",0.589798307108357,0.363248075618206,0.0469536172734371
"Too little",69,"Female",80.9,"South atlantic","Moderate",20,1589,-0.522901873424191,0.56094536557961,-0.0380434921554186,"About right",0.522901873424191,0.43905463442039,0.0380434921554186
"About right",65,"Female",73.2,"South atlantic","Liberal",16,1590,0.634646941404636,-0.606178355001096,-0.0284685864035395,"Too little",0.365353058595364,0.606178355001096,0.0284685864035395
"Too much",63,"Male",32,"South atlantic","Conservative",14,1591,-0.53621550982624,-0.282657453636106,0.818872963462346,"About right",0.53621550982624,0.282657453636106,0.181127036537654
"About right",49,"Male",69.4,"South atlantic","Liberal",0,1592,0.657781262449598,-0.620176332098127,-0.0376049303514717,"Too little",0.342218737550402,0.620176332098127,0.0376049303514717
"Too little",76,"Male",50.4,"South atlantic","Conservative",27,1593,-0.499677831926208,0.668965411423399,-0.16928757949719,"About right",0.499677831926208,0.331034588576601,0.16928757949719
"About right",65,"Male",39.7,"South atlantic","Moderate",16,1594,0.475556263000906,-0.38287652302409,-0.092679739976816,"About right",0.524443736999094,0.38287652302409,0.092679739976816
"Too much",28,"Male",54.6,"South atlantic","Conservative",-21,1595,-0.597530070849641,-0.30477243183965,0.902302502689291,"About right",0.597530070849641,0.30477243183965,0.0976974973107087
"Too little",82,"Female",20.1,"South atlantic","Slightly liberal",33,1596,-0.507627567056258,0.589808740013129,-0.0821811729568707,"About right",0.507627567056258,0.410191259986871,0.0821811729568707
"About right",49,"Male",25,"South atlantic","Moderate",0,1597,0.428654173710617,-0.335700220799475,-0.0929539529111417,"About right",0.571345826289383,0.335700220799475,0.0929539529111417
"About right",33,"Male",62.9,"South atlantic","Conservative",-16,1598,0.420006608015319,-0.32621596756197,-0.0937906404533498,"About right",0.579993391984681,0.32621596756197,0.0937906404533498
"Too little",60,"Male",52.3,"South atlantic","Conservative",11,1599,-0.53359619675789,0.67469302451036,-0.14109682775247,"About right",0.53359619675789,0.32530697548964,0.14109682775247
"Too little",69,"Female",39.7,"South atlantic","Conservative",20,1600,-0.599514212455399,0.719234640922288,-0.119720428466888,"About right",0.599514212455399,0.280765359077712,0.119720428466888
"Too little",39,"Female",37.6,"South atlantic","Moderate",-10,1601,-0.638975240233086,0.685532452017365,-0.0465572117842789,"About right",0.638975240233086,0.314467547982635,0.0465572117842789
"About right",37,"Female",73.5,"South atlantic","Slghtly conservative",-12,1602,0.423463993578384,-0.385723435970798,-0.0377405576075855,"About right",0.576536006421616,0.385723435970798,0.0377405576075855
"Too little",44,"Female",37.6,"South atlantic","Moderate",-5,1603,-0.630600962030798,0.67995549429853,-0.0493545322677316,"About right",0.630600962030798,0.32004450570147,0.0493545322677316
"About right",36,"Female",71.8,"South atlantic","Slightly liberal",-13,1604,0.493498879289251,-0.468111374222366,-0.0253875050668848,"About right",0.506501120710749,0.468111374222366,0.0253875050668848
"About right",43,"Male",25.2,"South atlantic","Extremely liberal",-6,1605,0.641500013768774,-0.536091604124706,-0.105408409644068,"Too little",0.358499986231226,0.536091604124706,0.105408409644068
